Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1992950,-,-,-,-1.27,36.82,3,1658,3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI
2021,1,1,0,30,14.4,0,0,0
2021,1,1,1,30,13.8,0,0,0
2021,1,1,2,30,13.3,0,0,0
2021,1,1,3,30,15.3,0,0,0
2021,1,1,4,30,15.100000000000001,0,0,0
2021,1,1,5,30,15,0,0,0
2021,1,1,6,30,15.3,0,0,0
2021,1,1,7,30,16.8,3,0,3
2021,1,1,8,30,18.900000000000002,161,34,175
2021,1,1,9,30,21,210,1,210
2021,1,1,10,30,22.700000000000003,310,352,578
2021,1,1,11,30,24,355,369,677
2021,1,1,12,30,25.1,376,368,717
2021,1,1,13,30,25.6,308,539,801
2021,1,1,14,30,25.3,358,317,625
2021,1,1,15,30,24.400000000000002,318,309,539
2021,1,1,16,30,22.900000000000002,252,199,360
2021,1,1,17,30,21.1,147,41,160
2021,1,1,18,30,19.400000000000002,12,0,12
2021,1,1,19,30,18.400000000000002,0,0,0
2021,1,1,20,30,17.8,0,0,0
2021,1,1,21,30,17.3,0,0,0
2021,1,1,22,30,16.900000000000002,0,0,0
2021,1,1,23,30,16.6,0,0,0
2021,1,2,0,30,16.3,0,0,0
2021,1,2,1,30,16.1,0,0,0
2021,1,2,2,30,15.9,0,0,0
2021,1,2,3,30,15.8,0,0,0
2021,1,2,4,30,15.600000000000001,0,0,0
2021,1,2,5,30,15.4,0,0,0
2021,1,2,6,30,15.700000000000001,0,0,0
2021,1,2,7,30,17.1,38,544,127
2021,1,2,8,30,19.3,59,814,378
2021,1,2,9,30,21.8,69,927,621
2021,1,2,10,30,24,77,984,823
2021,1,2,11,30,25.6,82,1011,963
2021,1,2,12,30,26.6,85,1022,1031
2021,1,2,13,30,27,83,1022,1020
2021,1,2,14,30,26.8,81,1005,932
2021,1,2,15,30,26.1,84,953,769
2021,1,2,16,30,24.900000000000002,74,886,555
2021,1,2,17,30,23.1,59,746,306
2021,1,2,18,30,20.900000000000002,44,2,44
2021,1,2,19,30,19.5,0,0,0
2021,1,2,20,30,18.6,0,0,0
2021,1,2,21,30,17.900000000000002,0,0,0
2021,1,2,22,30,17.3,0,0,0
2021,1,2,23,30,16.8,0,0,0
2021,1,3,0,30,16.3,0,0,0
2021,1,3,1,30,16.1,0,0,0
2021,1,3,2,30,15.8,0,0,0
2021,1,3,3,30,15.5,0,0,0
2021,1,3,4,30,15.200000000000001,0,0,0
2021,1,3,5,30,15.100000000000001,0,0,0
2021,1,3,6,30,15.5,0,0,0
2021,1,3,7,30,17.2,40,524,125
2021,1,3,8,30,19.6,61,806,376
2021,1,3,9,30,22.1,73,916,618
2021,1,3,10,30,24.200000000000003,80,974,819
2021,1,3,11,30,25.6,84,1001,957
2021,1,3,12,30,26.400000000000002,88,1010,1023
2021,1,3,13,30,26.8,90,1005,1012
2021,1,3,14,30,26.6,228,661,788
2021,1,3,15,30,25.700000000000003,85,944,766
2021,1,3,16,30,24,79,864,550
2021,1,3,17,30,22,124,494,289
2021,1,3,18,30,20.1,44,8,45
2021,1,3,19,30,18.900000000000002,0,0,0
2021,1,3,20,30,18.3,0,0,0
2021,1,3,21,30,17.900000000000002,0,0,0
2021,1,3,22,30,17.7,0,0,0
2021,1,3,23,30,17.3,0,0,0
2021,1,4,0,30,17,0,0,0
2021,1,4,1,30,16.7,0,0,0
2021,1,4,2,30,16.400000000000002,0,0,0
2021,1,4,3,30,16.1,0,0,0
2021,1,4,4,30,15.8,0,0,0
2021,1,4,5,30,15.600000000000001,0,0,0
2021,1,4,6,30,15.700000000000001,0,0,0
2021,1,4,7,30,16.7,44,477,120
2021,1,4,8,30,18.1,175,317,298
2021,1,4,9,30,19.8,192,560,525
2021,1,4,10,30,21.6,86,964,817
2021,1,4,11,30,23.3,90,997,959
2021,1,4,12,30,24.900000000000002,323,559,842
2021,1,4,13,30,25.900000000000002,385,335,693
2021,1,4,14,30,25.700000000000003,85,1002,935
2021,1,4,15,30,24.900000000000002,76,973,779
2021,1,4,16,30,23.6,69,905,564
2021,1,4,17,30,22,56,770,314
2021,1,4,18,30,20.3,29,421,72
2021,1,4,19,30,19.1,0,0,0
2021,1,4,20,30,18.1,0,0,0
2021,1,4,21,30,17.2,0,0,0
2021,1,4,22,30,16.400000000000002,0,0,0
2021,1,4,23,30,15.600000000000001,0,0,0
2021,1,5,0,30,14.9,0,0,0
2021,1,5,1,30,14.4,0,0,0
2021,1,5,2,30,13.9,0,0,0
2021,1,5,3,30,13.700000000000001,0,0,0
2021,1,5,4,30,13.5,0,0,0
2021,1,5,5,30,13.5,0,0,0
2021,1,5,6,30,14.200000000000001,0,0,0
2021,1,5,7,30,17.1,47,447,118
2021,1,5,8,30,20,172,10,176
2021,1,5,9,30,22.400000000000002,315,55,347
2021,1,5,10,30,24.400000000000002,105,935,813
2021,1,5,11,30,25.900000000000002,112,966,954
2021,1,5,12,30,26.900000000000002,109,988,1025
2021,1,5,13,30,27.400000000000002,110,985,1016
2021,1,5,14,30,27.3,106,964,927
2021,1,5,15,30,26.6,96,933,771
2021,1,5,16,30,25.400000000000002,274,38,294
2021,1,5,17,30,23.6,182,22,189
2021,1,5,18,30,21.400000000000002,34,339,69
2021,1,5,19,30,19.900000000000002,0,0,0
2021,1,5,20,30,18.900000000000002,0,0,0
2021,1,5,21,30,18.1,0,0,0
2021,1,5,22,30,17.5,0,0,0
2021,1,5,23,30,17.1,0,0,0
2021,1,6,0,30,16.6,0,0,0
2021,1,6,1,30,16.1,0,0,0
2021,1,6,2,30,15.600000000000001,0,0,0
2021,1,6,3,30,15.200000000000001,0,0,0
2021,1,6,4,30,14.8,0,0,0
2021,1,6,5,30,14.5,0,0,0
2021,1,6,6,30,14.8,0,0,0
2021,1,6,7,30,17,4,0,4
2021,1,6,8,30,19.8,67,786,371
2021,1,6,9,30,22.400000000000002,79,909,616
2021,1,6,10,30,24.6,86,967,819
2021,1,6,11,30,26.1,93,997,961
2021,1,6,12,30,27,98,1003,1028
2021,1,6,13,30,27.3,97,1002,1020
2021,1,6,14,30,27,93,987,934
2021,1,6,15,30,26.3,413,235,584
2021,1,6,16,30,25.200000000000003,316,89,365
2021,1,6,17,30,23.5,62,748,315
2021,1,6,18,30,21.3,51,4,51
2021,1,6,19,30,19.8,0,0,0
2021,1,6,20,30,18.8,0,0,0
2021,1,6,21,30,17.8,0,0,0
2021,1,6,22,30,17,0,0,0
2021,1,6,23,30,16.3,0,0,0
2021,1,7,0,30,15.5,0,0,0
2021,1,7,1,30,14.700000000000001,0,0,0
2021,1,7,2,30,14.100000000000001,0,0,0
2021,1,7,3,30,13.600000000000001,0,0,0
2021,1,7,4,30,13.200000000000001,0,0,0
2021,1,7,5,30,12.9,0,0,0
2021,1,7,6,30,13.8,0,0,0
2021,1,7,7,30,17.3,41,506,119
2021,1,7,8,30,20.5,67,789,371
2021,1,7,9,30,22.900000000000002,82,906,617
2021,1,7,10,30,24.900000000000002,92,965,822
2021,1,7,11,30,26.6,98,996,967
2021,1,7,12,30,27.700000000000003,92,1020,1039
2021,1,7,13,30,28.200000000000003,93,1017,1030
2021,1,7,14,30,28.1,91,999,944
2021,1,7,15,30,27.5,90,955,784
2021,1,7,16,30,26.200000000000003,81,881,567
2021,1,7,17,30,24.3,65,737,317
2021,1,7,18,30,21.900000000000002,34,366,73
2021,1,7,19,30,20.200000000000003,0,0,0
2021,1,7,20,30,19.1,0,0,0
2021,1,7,21,30,18.2,0,0,0
2021,1,7,22,30,17.400000000000002,0,0,0
2021,1,7,23,30,16.6,0,0,0
2021,1,8,0,30,15.8,0,0,0
2021,1,8,1,30,15.100000000000001,0,0,0
2021,1,8,2,30,14.5,0,0,0
2021,1,8,3,30,14,0,0,0
2021,1,8,4,30,13.600000000000001,0,0,0
2021,1,8,5,30,13.4,0,0,0
2021,1,8,6,30,14.200000000000001,0,0,0
2021,1,8,7,30,17.7,45,460,115
2021,1,8,8,30,21,74,762,366
2021,1,8,9,30,23.8,90,887,614
2021,1,8,10,30,26.1,102,945,817
2021,1,8,11,30,27.8,110,977,962
2021,1,8,12,30,28.900000000000002,112,991,1033
2021,1,8,13,30,29.200000000000003,115,984,1022
2021,1,8,14,30,28.8,114,960,935
2021,1,8,15,30,27.8,433,203,581
2021,1,8,16,30,26.6,107,811,556
2021,1,8,17,30,24.900000000000002,146,6,148
2021,1,8,18,30,22.700000000000003,31,1,31
2021,1,8,19,30,21.200000000000003,0,0,0
2021,1,8,20,30,20,0,0,0
2021,1,8,21,30,18.8,0,0,0
2021,1,8,22,30,17.8,0,0,0
2021,1,8,23,30,17.3,0,0,0
2021,1,9,0,30,17,0,0,0
2021,1,9,1,30,16.8,0,0,0
2021,1,9,2,30,16.6,0,0,0
2021,1,9,3,30,16.2,0,0,0
2021,1,9,4,30,15.9,0,0,0
2021,1,9,5,30,15.9,0,0,0
2021,1,9,6,30,16.3,0,0,0
2021,1,9,7,30,17.7,4,0,4
2021,1,9,8,30,19.5,16,0,16
2021,1,9,9,30,21.400000000000002,31,0,31
2021,1,9,10,30,23.5,49,0,49
2021,1,9,11,30,25.1,111,0,111
2021,1,9,12,30,26.400000000000002,391,2,393
2021,1,9,13,30,27,551,253,785
2021,1,9,14,30,27,302,588,806
2021,1,9,15,30,26.200000000000003,354,17,367
2021,1,9,16,30,25,13,0,13
2021,1,9,17,30,23.3,6,0,6
2021,1,9,18,30,21.400000000000002,18,0,18
2021,1,9,19,30,20.3,0,0,0
2021,1,9,20,30,19.5,0,0,0
2021,1,9,21,30,18.8,0,0,0
2021,1,9,22,30,18.3,0,0,0
2021,1,9,23,30,18,0,0,0
2021,1,10,0,30,17.7,0,0,0
2021,1,10,1,30,17.400000000000002,0,0,0
2021,1,10,2,30,17,0,0,0
2021,1,10,3,30,16.6,0,0,0
2021,1,10,4,30,16.5,0,0,0
2021,1,10,5,30,16.3,0,0,0
2021,1,10,6,30,16.1,0,0,0
2021,1,10,7,30,16.3,4,0,4
2021,1,10,8,30,16.5,36,0,36
2021,1,10,9,30,17.5,131,0,131
2021,1,10,10,30,19,153,0,153
2021,1,10,11,30,20.6,238,0,238
2021,1,10,12,30,21.8,264,0,264
2021,1,10,13,30,22.5,260,0,260
2021,1,10,14,30,22.700000000000003,387,5,391
2021,1,10,15,30,22.200000000000003,168,0,168
2021,1,10,16,30,21.3,103,1,104
2021,1,10,17,30,19.900000000000002,95,6,97
2021,1,10,18,30,18.2,10,0,10
2021,1,10,19,30,17.1,0,0,0
2021,1,10,20,30,16.400000000000002,0,0,0
2021,1,10,21,30,15.8,0,0,0
2021,1,10,22,30,15.4,0,0,0
2021,1,10,23,30,14.9,0,0,0
2021,1,11,0,30,14.4,0,0,0
2021,1,11,1,30,14,0,0,0
2021,1,11,2,30,13.700000000000001,0,0,0
2021,1,11,3,30,13.4,0,0,0
2021,1,11,4,30,13.200000000000001,0,0,0
2021,1,11,5,30,13,0,0,0
2021,1,11,6,30,13.700000000000001,0,0,0
2021,1,11,7,30,16.8,4,0,4
2021,1,11,8,30,20.1,171,9,175
2021,1,11,9,30,22.900000000000002,111,802,582
2021,1,11,10,30,24.8,416,97,489
2021,1,11,11,30,26.1,419,11,429
2021,1,11,12,30,26.400000000000002,478,31,507
2021,1,11,13,30,25.8,193,0,193
2021,1,11,14,30,25,442,39,476
2021,1,11,15,30,24,370,36,396
2021,1,11,16,30,22.700000000000003,168,0,168
2021,1,11,17,30,21.200000000000003,167,10,170
2021,1,11,18,30,19.6,15,0,15
2021,1,11,19,30,18.7,0,0,0
2021,1,11,20,30,18.2,0,0,0
2021,1,11,21,30,17.7,0,0,0
2021,1,11,22,30,17.400000000000002,0,0,0
2021,1,11,23,30,17.1,0,0,0
2021,1,12,0,30,16.8,0,0,0
2021,1,12,1,30,16.6,0,0,0
2021,1,12,2,30,16.3,0,0,0
2021,1,12,3,30,16.1,0,0,0
2021,1,12,4,30,15.9,0,0,0
2021,1,12,5,30,15.8,0,0,0
2021,1,12,6,30,15.9,0,0,0
2021,1,12,7,30,17,4,0,4
2021,1,12,8,30,18.8,16,0,16
2021,1,12,9,30,20.900000000000002,346,119,416
2021,1,12,10,30,22.400000000000002,390,54,431
2021,1,12,11,30,23.5,428,17,443
2021,1,12,12,30,24.200000000000003,489,138,618
2021,1,12,13,30,24.400000000000002,520,160,669
2021,1,12,14,30,24.200000000000003,473,128,583
2021,1,12,15,30,23.8,408,97,479
2021,1,12,16,30,23.1,164,0,164
2021,1,12,17,30,21.900000000000002,12,0,12
2021,1,12,18,30,20,11,0,11
2021,1,12,19,30,19.1,0,0,0
2021,1,12,20,30,18.5,0,0,0
2021,1,12,21,30,17.900000000000002,0,0,0
2021,1,12,22,30,17.3,0,0,0
2021,1,12,23,30,16.8,0,0,0
2021,1,13,0,30,16.3,0,0,0
2021,1,13,1,30,16,0,0,0
2021,1,13,2,30,15.600000000000001,0,0,0
2021,1,13,3,30,15.4,0,0,0
2021,1,13,4,30,15.100000000000001,0,0,0
2021,1,13,5,30,14.8,0,0,0
2021,1,13,6,30,15.4,0,0,0
2021,1,13,7,30,17.8,4,0,4
2021,1,13,8,30,20.5,53,0,53
2021,1,13,9,30,22.900000000000002,203,1,204
2021,1,13,10,30,24.8,395,61,442
2021,1,13,11,30,26.200000000000003,471,94,553
2021,1,13,12,30,27.1,377,472,817
2021,1,13,13,30,27.400000000000002,524,310,813
2021,1,13,14,30,27.1,502,237,707
2021,1,13,15,30,26.1,213,721,745
2021,1,13,16,30,24.8,104,809,561
2021,1,13,17,30,23.200000000000003,83,654,313
2021,1,13,18,30,21.1,48,1,48
2021,1,13,19,30,19.8,0,0,0
2021,1,13,20,30,18.900000000000002,0,0,0
2021,1,13,21,30,18,0,0,0
2021,1,13,22,30,17.2,0,0,0
2021,1,13,23,30,16.6,0,0,0
2021,1,14,0,30,16.1,0,0,0
2021,1,14,1,30,15.600000000000001,0,0,0
2021,1,14,2,30,15,0,0,0
2021,1,14,3,30,14.4,0,0,0
2021,1,14,4,30,14,0,0,0
2021,1,14,5,30,14,0,0,0
2021,1,14,6,30,14.9,0,0,0
2021,1,14,7,30,17.900000000000002,4,0,4
2021,1,14,8,30,21,220,99,257
2021,1,14,9,30,23.6,329,252,476
2021,1,14,10,30,25.6,282,542,691
2021,1,14,11,30,27.1,116,961,956
2021,1,14,12,30,28,111,990,1035
2021,1,14,13,30,28.400000000000002,113,986,1030
2021,1,14,14,30,28.200000000000003,113,964,946
2021,1,14,15,30,27.5,107,924,790
2021,1,14,16,30,26.200000000000003,96,845,574
2021,1,14,17,30,24.200000000000003,78,692,323
2021,1,14,18,30,21.6,60,7,61
2021,1,14,19,30,19.900000000000002,0,0,0
2021,1,14,20,30,18.8,0,0,0
2021,1,14,21,30,17.8,0,0,0
2021,1,14,22,30,16.8,0,0,0
2021,1,14,23,30,16.1,0,0,0
2021,1,15,0,30,15.4,0,0,0
2021,1,15,1,30,14.8,0,0,0
2021,1,15,2,30,14.4,0,0,0
2021,1,15,3,30,14,0,0,0
2021,1,15,4,30,13.8,0,0,0
2021,1,15,5,30,13.600000000000001,0,0,0
2021,1,15,6,30,14.3,0,0,0
2021,1,15,7,30,17.7,40,469,107
2021,1,15,8,30,20.900000000000002,67,783,362
2021,1,15,9,30,23.6,81,907,612
2021,1,15,10,30,25.8,91,966,820
2021,1,15,11,30,27.6,98,997,969
2021,1,15,12,30,28.700000000000003,99,1013,1045
2021,1,15,13,30,29.1,100,1009,1040
2021,1,15,14,30,29,100,989,956
2021,1,15,15,30,28.200000000000003,95,949,799
2021,1,15,16,30,26.8,87,876,583
2021,1,15,17,30,24.900000000000002,71,730,331
2021,1,15,18,30,22.5,39,365,83
2021,1,15,19,30,20.700000000000003,0,0,0
2021,1,15,20,30,19.5,0,0,0
2021,1,15,21,30,18.5,0,0,0
2021,1,15,22,30,17.6,0,0,0
2021,1,15,23,30,16.8,0,0,0
2021,1,16,0,30,16.2,0,0,0
2021,1,16,1,30,15.600000000000001,0,0,0
2021,1,16,2,30,15.200000000000001,0,0,0
2021,1,16,3,30,14.8,0,0,0
2021,1,16,4,30,14.5,0,0,0
2021,1,16,5,30,14.200000000000001,0,0,0
2021,1,16,6,30,14.9,0,0,0
2021,1,16,7,30,17.900000000000002,47,372,100
2021,1,16,8,30,20.700000000000003,82,711,349
2021,1,16,9,30,23,99,854,599
2021,1,16,10,30,24.900000000000002,108,928,809
2021,1,16,11,30,26.5,113,968,960
2021,1,16,12,30,27.5,102,1006,1043
2021,1,16,13,30,27.900000000000002,102,1003,1038
2021,1,16,14,30,27.700000000000003,100,985,954
2021,1,16,15,30,27.1,94,949,799
2021,1,16,16,30,26.1,84,880,585
2021,1,16,17,30,24.3,69,742,333
2021,1,16,18,30,22.1,38,382,85
2021,1,16,19,30,20.5,0,0,0
2021,1,16,20,30,19.400000000000002,0,0,0
2021,1,16,21,30,18.6,0,0,0
2021,1,16,22,30,17.900000000000002,0,0,0
2021,1,16,23,30,17.400000000000002,0,0,0
2021,1,17,0,30,16.8,0,0,0
2021,1,17,1,30,16.3,0,0,0
2021,1,17,2,30,15.9,0,0,0
2021,1,17,3,30,15.5,0,0,0
2021,1,17,4,30,15.3,0,0,0
2021,1,17,5,30,15.200000000000001,0,0,0
2021,1,17,6,30,15.600000000000001,0,0,0
2021,1,17,7,30,17.3,4,0,4
2021,1,17,8,30,19.700000000000003,217,80,247
2021,1,17,9,30,21.8,337,198,453
2021,1,17,10,30,23.700000000000003,107,923,803
2021,1,17,11,30,25.3,110,964,954
2021,1,17,12,30,26.5,107,992,1036
2021,1,17,13,30,27.3,106,993,1033
2021,1,17,14,30,27.3,102,977,952
2021,1,17,15,30,26.900000000000002,108,918,792
2021,1,17,16,30,25.900000000000002,337,144,420
2021,1,17,17,30,24.1,203,46,220
2021,1,17,18,30,22,42,324,82
2021,1,17,19,30,20.700000000000003,0,0,0
2021,1,17,20,30,19.700000000000003,0,0,0
2021,1,17,21,30,18.8,0,0,0
2021,1,17,22,30,18.2,0,0,0
2021,1,17,23,30,17.7,0,0,0
2021,1,18,0,30,17.3,0,0,0
2021,1,18,1,30,16.900000000000002,0,0,0
2021,1,18,2,30,16.5,0,0,0
2021,1,18,3,30,16.1,0,0,0
2021,1,18,4,30,15.700000000000001,0,0,0
2021,1,18,5,30,15.4,0,0,0
2021,1,18,6,30,15.700000000000001,0,0,0
2021,1,18,7,30,17.8,27,0,27
2021,1,18,8,30,20.6,201,27,211
2021,1,18,9,30,23.400000000000002,327,70,368
2021,1,18,10,30,25.6,445,188,588
2021,1,18,11,30,27.3,105,983,966
2021,1,18,12,30,28.200000000000003,98,1013,1047
2021,1,18,13,30,28.5,524,328,831
2021,1,18,14,30,28.3,97,991,960
2021,1,18,15,30,27.6,99,942,802
2021,1,18,16,30,26.5,215,1,216
2021,1,18,17,30,24.700000000000003,112,1,112
2021,1,18,18,30,22.6,36,0,37
2021,1,18,19,30,21.400000000000002,0,0,0
2021,1,18,20,30,20.6,0,0,0
2021,1,18,21,30,19.8,0,0,0
2021,1,18,22,30,19.200000000000003,0,0,0
2021,1,18,23,30,18.6,0,0,0
2021,1,19,0,30,18,0,0,0
2021,1,19,1,30,17.400000000000002,0,0,0
2021,1,19,2,30,17,0,0,0
2021,1,19,3,30,16.5,0,0,0
2021,1,19,4,30,16,0,0,0
2021,1,19,5,30,15.4,0,0,0
2021,1,19,6,30,15.9,0,0,0
2021,1,19,7,30,18.5,61,2,61
2021,1,19,8,30,21.400000000000002,207,36,220
2021,1,19,9,30,23.5,79,901,605
2021,1,19,10,30,25.400000000000002,432,243,616
2021,1,19,11,30,26.8,97,988,963
2021,1,19,12,30,27.8,115,980,1035
2021,1,19,13,30,28.3,543,268,794
2021,1,19,14,30,28,116,955,950
2021,1,19,15,30,27.400000000000002,352,265,550
2021,1,19,16,30,26.400000000000002,285,191,394
2021,1,19,17,30,24.6,181,144,233
2021,1,19,18,30,22.6,52,7,53
2021,1,19,19,30,21.400000000000002,0,0,0
2021,1,19,20,30,20.5,0,0,0
2021,1,19,21,30,19.5,0,0,0
2021,1,19,22,30,18.6,0,0,0
2021,1,19,23,30,17.7,0,0,0
2021,1,20,0,30,16.900000000000002,0,0,0
2021,1,20,1,30,16.2,0,0,0
2021,1,20,2,30,15.600000000000001,0,0,0
2021,1,20,3,30,15,0,0,0
2021,1,20,4,30,14.5,0,0,0
2021,1,20,5,30,14.200000000000001,0,0,0
2021,1,20,6,30,14.9,0,0,0
2021,1,20,7,30,18.1,37,492,104
2021,1,20,8,30,21.700000000000003,62,803,361
2021,1,20,9,30,24.200000000000003,168,675,562
2021,1,20,10,30,26.200000000000003,83,986,829
2021,1,20,11,30,27.900000000000002,89,1018,982
2021,1,20,12,30,29,99,1018,1055
2021,1,20,13,30,29.5,100,1017,1054
2021,1,20,14,30,29.3,99,999,971
2021,1,20,15,30,28.6,97,955,814
2021,1,20,16,30,27.3,88,885,598
2021,1,20,17,30,25.3,72,748,344
2021,1,20,18,30,22.700000000000003,40,403,91
2021,1,20,19,30,21.1,0,0,0
2021,1,20,20,30,20,0,0,0
2021,1,20,21,30,18.900000000000002,0,0,0
2021,1,20,22,30,18,0,0,0
2021,1,20,23,30,17.1,0,0,0
2021,1,21,0,30,16.400000000000002,0,0,0
2021,1,21,1,30,15.9,0,0,0
2021,1,21,2,30,15.4,0,0,0
2021,1,21,3,30,15.100000000000001,0,0,0
2021,1,21,4,30,14.600000000000001,0,0,0
2021,1,21,5,30,14.3,0,0,0
2021,1,21,6,30,15,0,0,0
2021,1,21,7,30,18.400000000000002,46,378,97
2021,1,21,8,30,21.900000000000002,89,691,346
2021,1,21,9,30,24.3,118,819,595
2021,1,21,10,30,26,136,886,806
2021,1,21,11,30,27.400000000000002,144,926,957
2021,1,21,12,30,28.200000000000003,141,953,1037
2021,1,21,13,30,28.400000000000002,298,645,904
2021,1,21,14,30,28,325,552,808
2021,1,21,15,30,26.8,371,144,480
2021,1,21,16,30,25,282,179,385
2021,1,21,17,30,22.8,176,61,198
2021,1,21,18,30,20.900000000000002,55,10,56
2021,1,21,19,30,19.8,0,0,0
2021,1,21,20,30,19,0,0,0
2021,1,21,21,30,18.400000000000002,0,0,0
2021,1,21,22,30,17.900000000000002,0,0,0
2021,1,21,23,30,17.5,0,0,0
2021,1,22,0,30,17.1,0,0,0
2021,1,22,1,30,16.8,0,0,0
2021,1,22,2,30,16.5,0,0,0
2021,1,22,3,30,16.2,0,0,0
2021,1,22,4,30,15.9,0,0,0
2021,1,22,5,30,15.8,0,0,0
2021,1,22,6,30,16.1,0,0,0
2021,1,22,7,30,17.8,63,19,66
2021,1,22,8,30,20.1,99,0,99
2021,1,22,9,30,22.400000000000002,172,9,178
2021,1,22,10,30,23.700000000000003,338,136,441
2021,1,22,11,30,24,378,243,591
2021,1,22,12,30,24.3,393,391,761
2021,1,22,13,30,25,280,600,844
2021,1,22,14,30,25.400000000000002,385,366,706
2021,1,22,15,30,25.200000000000003,94,940,802
2021,1,22,16,30,24.1,332,173,432
2021,1,22,17,30,22.1,150,343,276
2021,1,22,18,30,20,63,29,67
2021,1,22,19,30,18.8,0,0,0
2021,1,22,20,30,18.2,0,0,0
2021,1,22,21,30,17.7,0,0,0
2021,1,22,22,30,17.3,0,0,0
2021,1,22,23,30,17.1,0,0,0
2021,1,23,0,30,16.8,0,0,0
2021,1,23,1,30,16.6,0,0,0
2021,1,23,2,30,16.400000000000002,0,0,0
2021,1,23,3,30,16.2,0,0,0
2021,1,23,4,30,16,0,0,0
2021,1,23,5,30,15.9,0,0,0
2021,1,23,6,30,16.1,0,0,0
2021,1,23,7,30,17.400000000000002,12,0,12
2021,1,23,8,30,19.6,199,30,211
2021,1,23,9,30,22.1,280,186,389
2021,1,23,10,30,24.1,318,406,625
2021,1,23,11,30,25.700000000000003,420,260,649
2021,1,23,12,30,26.8,345,469,786
2021,1,23,13,30,27.3,277,611,853
2021,1,23,14,30,27.1,386,396,734
2021,1,23,15,30,26.400000000000002,80,984,823
2021,1,23,16,30,25.200000000000003,71,923,607
2021,1,23,17,30,23.3,58,800,352
2021,1,23,18,30,21.200000000000003,34,483,97
2021,1,23,19,30,20,0,0,0
2021,1,23,20,30,19.200000000000003,0,0,0
2021,1,23,21,30,18.400000000000002,0,0,0
2021,1,23,22,30,17.7,0,0,0
2021,1,23,23,30,16.8,0,0,0
2021,1,24,0,30,16.1,0,0,0
2021,1,24,1,30,15.5,0,0,0
2021,1,24,2,30,14.9,0,0,0
2021,1,24,3,30,14.3,0,0,0
2021,1,24,4,30,13.9,0,0,0
2021,1,24,5,30,13.600000000000001,0,0,0
2021,1,24,6,30,14.100000000000001,0,0,0
2021,1,24,7,30,16.8,70,22,73
2021,1,24,8,30,20.1,58,828,364
2021,1,24,9,30,22.8,345,127,419
2021,1,24,10,30,25,78,1000,835
2021,1,24,11,30,26.700000000000003,84,1026,987
2021,1,24,12,30,27.900000000000002,90,1035,1067
2021,1,24,13,30,28.400000000000002,91,1031,1064
2021,1,24,14,30,28.200000000000003,89,1013,980
2021,1,24,15,30,27.200000000000003,84,978,824
2021,1,24,16,30,25.8,76,916,609
2021,1,24,17,30,24,62,789,353
2021,1,24,18,30,22.200000000000003,36,467,98
2021,1,24,19,30,20.900000000000002,0,0,0
2021,1,24,20,30,20,0,0,0
2021,1,24,21,30,19,0,0,0
2021,1,24,22,30,18.1,0,0,0
2021,1,24,23,30,17.400000000000002,0,0,0
2021,1,25,0,30,17,0,0,0
2021,1,25,1,30,16.5,0,0,0
2021,1,25,2,30,16.1,0,0,0
2021,1,25,3,30,15.700000000000001,0,0,0
2021,1,25,4,30,15.5,0,0,0
2021,1,25,5,30,15.4,0,0,0
2021,1,25,6,30,15.700000000000001,0,0,0
2021,1,25,7,30,17,47,325,90
2021,1,25,8,30,19.3,156,8,158
2021,1,25,9,30,22.1,342,117,410
2021,1,25,10,30,24.400000000000002,92,957,817
2021,1,25,11,30,26,511,227,711
2021,1,25,12,30,27,90,1022,1056
2021,1,25,13,30,27.5,90,1022,1056
2021,1,25,14,30,27.400000000000002,283,583,797
2021,1,25,15,30,26.700000000000003,273,516,664
2021,1,25,16,30,25.400000000000002,269,300,444
2021,1,25,17,30,23.5,148,31,160
2021,1,25,18,30,21.400000000000002,66,16,68
2021,1,25,19,30,20,0,0,0
2021,1,25,20,30,18.900000000000002,0,0,0
2021,1,25,21,30,17.900000000000002,0,0,0
2021,1,25,22,30,16.900000000000002,0,0,0
2021,1,25,23,30,16,0,0,0
2021,1,26,0,30,15.3,0,0,0
2021,1,26,1,30,14.9,0,0,0
2021,1,26,2,30,14.700000000000001,0,0,0
2021,1,26,3,30,14.5,0,0,0
